4242421197,4242421080
4242421080,4242422717
4242422717,4242420920
4242421197,4242420358
4242420358,4242422717
4242420401,4242422717
4242421411,4242423914
4242423914,4242422717
4242423941,4242421080
4242422948,64719
64719,4242422464
4242422464,4242422717
4242420225,4242422601
4242422601,4242423914
4242422108,4242423914
4242421667,4242423035
4242423035,4242423914
4242421732,4242423914
215887,4242421732
4242422266,4242421080
4242422099,4242422189
4242422189,4242422717
4242423703,4242422717
4242422597,4242421588
4242421588,4242422464
4242422114,4242422246
4242422246,4242423914
4242421933,4242423914
4242421411,4242420129
4242420129,4242422189
4242422189,4242420247
4242420247,4201270017
4242421732,4242422189
4242421080,4242422189
4242421080,4242421131
4242421131,4242420247
64719,4242421131
4242420401,4242422189
4242420225,4242422717
4242422717,4242423618
4242423618,4242420247
4242420358,4242423618
4242423035,4242422225
4242422225,4242422189
4242421080,4242422688
4242422688,4242420247
4242422717,4242420247
4242421588,4242421131
4242422246,4242422189
4242421933,4242422189
4242421411,4242421588
4242421588,4242421488
4242423914,4242421488
4242421080,4242421488
64719,4242423914
4242420401,4242421588
4242422717,4242421488
4242420401,4242423914
4242422189,4242423914
4242423703,4242423914
4242421197,4242423088
4242420401,4242423088
4242421197,4242422923
4242422923,4242423088
4242421411,4242422601
4242422601,4242423088
4242423914,4242423088
4242421080,4242423088
64719,4242422601
4242422717,4242423088
4242421732,4242422601
4242422189,4242423088
4242423703,4242423088
4242421588,4242423088
4242421732,4242420129
4242420129,4242421588
4242421080,4242421588
4242423914,4242422601
4242422601,4242421588
4242422948,4242422242
4242422242,4242421588
4242422717,4242421588
4242420358,4242421588
4242421667,4242421588
4242422923,4242421588
4242422189,4242422601
4242423703,4242421588
4242422246,4242421588
4242421933,4242421588
4242421411,64719
64719,4242423303
4242421732,4242422246
4242422246,64719
4242421080,64719
4242423914,64719
4242422601,64719
4242420401,4242421816
4242421816,64719
4242421588,4242422601
4242421197,4242423914
4242423914,4242421757
4242421757,4201273751
4242422923,4242423914
4242421080,4242423914
4242420225,76190
76190,4242423914
4242422597,4242422114
4242423914,4242422577
4242421197,4242422558
4242422558,4242423914
4242421588,4242420129
4242420129,4242423914
4242421411,4242421888
4242421888,4242422688
4242423914,4242422688
64719,4242421888
4242422717,4242421888
4242420401,4242420253
4242420253,4242422688
4242421197,4242421817
4242421817,4242422688
